City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
193,bulgan,48.8125,103.5347,-5.96,69,100,9.41,MN,1699046362
194,remire-montjoly,4.9167,-52.2667,29.02,79,20,3.09,GF,1699046362
195,djelfa,34.6728,3.263,10.29,80,95,11.56,DZ,1699046113
196,yarmouth,41.7057,-70.2286,11.26,71,0,7.2,US,1699046363
197,north platte,41.1239,-100.7654,20.94,36,0,3.09,US,1699046363
198,rmi capitol,7.0893,171.3805,29.97,70,40,4.12,MH,1699046364
199,pimentel,-6.8367,-79.9342,23.16,64,0,8.23,PE,1699046364
200,horodnytsya,50.807,27.3168,10.85,77,100,8.28,UA,1699046364
201,batticaloa,7.7102,81.6924,24.96,87,100,1.55,LK,1699046364
202,auki,-8.7676,160.7034,27.6,77,99,1.39,SB,1699046365
203,karratha,-20.7377,116.8463,28.43,37,9,4.63,AU,1699046365
204,papao,-17.75,-149.55,27.82,82,67,6.9,PF,1699046366
205,kaga bandoro,6.9896,19.1874,22.01,91,100,1.62,CF,1699046366
206,afaahiti,-17.75,-149.2833,26.93,83,95,5.63,PF,1699046366
207,peace river,56.2501,-117.286,2.17,80,100,1.03,CA,1699046367
208,panama city beach,30.1766,-85.8055,25.55,50,0,5.14,US,1699046187
209,baukau,51.5526,7.2042,9.95,66,29,1.79,DE,1699046368
210,dawei,14.0833,98.2,24.54,91,81,1.23,MM,1699046368
211,mar del plata,-38.0023,-57.5575,12.75,74,84,4.92,AR,1699046102
212,serov,59.6033,60.5787,-0.39,77,74,4.68,RU,1699046369
213,olyokminsk,60.3736,120.4264,-14.79,91,100,2.71,RU,1699046369
214,uturoa,-16.7333,-151.4333,25.99,79,55,7.81,PF,1699046369
215,klyuchi,52.2667,79.1667,-4.34,80,98,5.54,RU,1699046369
216,suva,-18.1416,178.4415,28.71,74,75,4.63,FJ,1699046370
217,kemin,42.7846,75.6892,8.94,39,6,3.05,KG,1699046370
218,ephrata,40.1798,-76.1788,15.15,44,0,5.14,US,1699046120
219,port douglas,-16.4833,145.4667,24.85,72,99,2.65,AU,1699046371
220,vilyuysk,63.7553,121.6247,-24.47,99,97,0.77,RU,1699046371
221,aykhal,66.0,111.5,-25.32,100,94,1.38,RU,1699046372
222,hotan,37.0997,79.9269,10.08,23,0,1.5,CN,1699046372
223,ploudalmezeau,48.5333,-4.65,11.14,87,100,5.14,FR,1699046372
224,ndele,8.4109,20.6473,22.03,91,89,2.09,CF,1699046373
225,aasiaat,68.7098,-52.8699,-6.78,92,99,2.32,GL,1699046373
226,kirakira,-10.4544,161.9205,27.13,87,100,4.32,SB,1699046373
227,bulungu,-4.55,18.6,21.14,97,27,0.38,CD,1699046374
228,umm al quwain city,25.5647,55.5552,31.01,62,2,3.0,AE,1699046374
229,colonia,50.9333,6.95,9.38,76,75,4.12,DE,1699046162
230,tejen,37.3834,60.5054,16.7,30,100,3.18,TM,1699046375
231,rafaela,-31.2503,-61.4867,20.55,34,0,4.47,AR,1699046375
232,beni,0.5,29.4667,17.6,95,100,0.54,CD,1699046375
233,tahe,52.3333,124.7333,-15.1,44,25,1.12,CN,1699046376
234,meadow lakes,61.6247,-149.6011,6.46,75,100,0.0,US,1699046376
235,nicoya,10.1483,-85.452,26.8,86,100,2.52,CR,1699046376
236,kodiak,57.79,-152.4072,7.73,87,100,5.66,US,1699046377
237,kamina,-8.7386,24.9906,18.09,98,100,0.79,CD,1699046377
238,mejit,10.2753,170.8646,27.74,80,40,8.11,MH,1699046377
239,broome,42.2506,-75.833,11.47,37,31,5.23,US,1699046378
240,boryeong,36.3493,126.5977,17.98,87,100,2.1,KR,1699046378
241,lubango,-14.9172,13.4925,16.82,54,3,1.81,AO,1699046378
242,fortuna,40.5982,-124.1573,20.55,83,0,0.0,US,1699046379
243,khandyga,62.6667,135.6,-29.78,100,98,0.68,RU,1699046379
244,darwin,-12.4611,130.8418,26.99,84,20,1.54,AU,1699046377
245,kiama,-34.6833,150.8667,18.33,92,99,1.34,AU,1699046380
246,callao,-12.0667,-77.15,20.16,73,20,4.12,PE,1699046380
247,beloyarskiy,63.7119,66.6722,-2.22,93,100,5.81,RU,1699046455
248,kerman,30.2832,57.0788,10.92,76,75,2.06,IR,1699046455
249,praia da vitoria,38.7333,-27.0667,19.86,100,75,8.92,PT,1699046456
250,axim,4.8699,-2.2405,26.17,87,58,4.02,GH,1699046456
251,caleta de carquin,-11.0925,-77.6267,20.74,72,17,5.23,PE,1699046456
252,andovoranto,-18.95,49.1,23.0,82,100,5.31,MG,1699046456
253,cidreira,-30.1811,-50.2056,17.81,88,94,8.69,BR,1699046456
254,al burayqah,30.4062,19.5739,25.53,39,0,6.06,LY,1699046457
255,new norfolk,-42.7826,147.0587,10.51,64,19,1.47,AU,1699046457
256,chanika,-5.4167,38.0167,19.01,96,100,0.55,TZ,1699046457
257,vila velha,-20.3297,-40.2925,26.97,89,20,7.72,BR,1699046457
258,petrolina,-9.3986,-40.5008,30.03,54,0,1.03,BR,1699046368
259,kletskaya,49.3145,43.0584,7.26,87,94,2.93,RU,1699046458
260,brookings,44.3114,-96.7984,9.54,52,0,4.63,US,1699046315
261,atar,20.5169,-13.0499,28.57,22,0,4.38,MR,1699046458
262,mahina,-17.5065,-149.489,27.87,74,75,1.54,PF,1699046458
263,alesund,62.4723,6.1549,10.08,56,0,7.72,NO,1699046258
264,gadzhiyevo,69.2551,33.3362,-8.06,90,27,2.72,RU,1699046459
265,polyarnyy,69.1989,33.4478,-7.71,90,25,2.64,RU,1699046459
266,birao,10.2849,22.7882,25.53,40,66,2.25,CF,1699046460
267,erenhot,43.6475,111.9767,4.79,44,70,5.06,CN,1699046460
268,heroica guaymas,27.9333,-110.9,34.38,40,0,6.69,MX,1699046308
269,walvis bay,-22.9575,14.5053,16.72,71,13,4.26,NA,1699046460
270,weining,26.85,104.2333,11.38,91,98,1.39,CN,1699046461
271,namdrik,5.5994,168.1028,28.44,76,59,4.74,MH,1699046461
272,dalnegorsk,44.5604,135.5701,-5.07,44,84,2.47,RU,1699046461
273,redencao,-4.2258,-38.7306,26.99,68,24,3.24,BR,1699046461
274,carnarvon,-24.8667,113.6333,20.27,91,72,3.4,AU,1699046462
275,luwingu,-10.2621,29.9271,20.55,67,33,2.76,ZM,1699046462
276,kerikeri,-35.2268,173.9474,18.28,82,8,0.45,NZ,1699046305
277,tongouson,5.0214,120.1328,27.95,74,99,1.83,PH,1699046463
278,klaksvik,62.2266,-6.589,6.51,87,100,9.75,FO,1699046464
279,ardestan,33.3761,52.3694,14.98,57,11,0.86,IR,1699046464
280,razole,16.4833,81.8333,24.1,94,57,1.5,IN,1699046464
281,saint-philippe,-21.3585,55.7679,22.77,82,66,1.4,RE,1699046465
282,mildura,-34.2,142.15,11.71,75,0,8.0,AU,1699046465
283,prainha,-1.8,-53.48,31.62,48,100,1.92,BR,1699046465
284,spring creek,40.7266,-115.5859,18.23,30,82,2.77,US,1699046465
285,mpanda,-6.3655,31.0409,20.83,83,86,0.81,TZ,1699046466
286,longyearbyen,78.2186,15.6401,-8.09,93,75,2.06,SJ,1699046466
287,farsan,32.2569,50.561,8.02,73,11,1.36,IR,1699046467
288,chake chake,-5.2459,39.7666,23.81,92,100,2.41,TZ,1699046467
289,pyu,18.4833,96.4333,22.91,96,64,1.66,MM,1699046467
290,aripuana,-9.1667,-60.6333,32.18,43,86,1.97,BR,1699046468
291,pasni,25.2631,63.471,25.84,62,74,3.59,PK,1699046468
292,port alfred,-33.5906,26.891,17.88,95,100,1.24,ZA,1699046468
293,mahbubnagar,16.7333,77.9833,24.56,75,100,2.71,IN,1699046468
294,cabedelo,-6.9811,-34.8339,27.37,80,80,4.76,BR,1699046460
295,alice springs,-23.7,133.8833,19.75,28,84,2.06,AU,1699046360
296,nyachera,-0.9,30.4167,15.52,96,95,0.84,UG,1699046469
297,mossel bay,-34.1831,22.146,17.96,82,88,2.01,ZA,1699046470
298,videira,-27.0083,-51.1517,14.06,98,100,3.69,BR,1699046470
299,murray bridge,-35.1167,139.2667,11.74,87,8,4.28,AU,1699046470
300,yung shue wan,22.2333,114.1167,25.38,85,17,0.45,HK,1699046471
301,ust-nera,64.5667,143.2,-19.82,100,97,1.75,RU,1699046471
302,tobol'sk,58.2,68.2667,3.11,95,100,6.71,RU,1699046471
303,lupiro,-8.3833,36.6667,23.32,89,100,2.63,TZ,1699046472
304,buchanan,5.8808,-10.0467,25.88,87,33,2.75,LR,1699046472
305,prakhon chai,14.6059,103.1208,24.52,81,46,0.39,TH,1699046472
306,beyneu,45.3167,55.2,11.09,48,22,4.79,KZ,1699046473
307,sanandaj,35.3144,46.9923,9.01,87,75,2.06,IR,1699046473
308,abdurahmoni jomi,37.9464,68.8088,9.16,93,20,1.0,TJ,1699046474
309,buarcos,40.166,-8.8768,17.19,84,100,7.92,PT,1699046474
310,choyr,46.3611,108.3611,-1.22,84,100,3.24,MN,1699046474
311,livingston,55.9029,-3.5226,7.89,88,75,1.54,GB,1699046474
312,noumea,-22.2763,166.4572,25.0,99,82,5.21,NC,1699046441
313,namibe,-15.1961,12.1522,19.81,78,2,0.69,AO,1699046475
314,dubna,56.7333,37.1667,-0.98,90,12,2.45,RU,1699046475
315,bentiu,9.2333,29.8333,25.25,70,37,1.69,SS,1699046476
316,tomatlan,19.9333,-105.25,31.83,58,95,2.85,MX,1699046476
317,porto franco,-6.3383,-47.3992,29.03,58,89,1.75,BR,1699046476
318,nuevo ideal,24.8875,-105.0728,23.23,26,100,1.92,MX,1699046192
319,chibougamau,49.9168,-74.3659,1.79,93,100,4.63,CA,1699046477
320,freetown,8.484,-13.2299,27.84,83,40,5.14,SL,1699046477
321,n'zeto,-7.2312,12.8666,25.77,84,100,1.65,AO,1699046477
322,island harbour,50.724,-1.2758,10.55,83,3,1.34,GB,1699046478
323,caibarien,22.5206,-79.4669,25.62,80,100,6.1,CU,1699046478
324,borogontsy,62.6683,131.1683,-26.98,100,100,1.22,RU,1699046478
325,lazaro cardenas,17.9583,-102.2,29.48,72,77,3.55,MX,1699046479
326,tughyl,47.7252,84.2063,-2.69,66,1,4.6,KZ,1699046479
327,kualakapuas,-3.0091,114.3876,22.86,95,100,1.04,ID,1699046479
328,dakhla,23.6848,-15.958,21.01,88,0,9.26,EH,1699046480
329,tres pontas,-21.3667,-45.5125,23.1,74,45,4.72,BR,1699046480
330,tubarjal,30.4999,38.216,23.23,46,0,1.18,SA,1699046480
331,arraial do cabo,-22.9661,-42.0278,25.92,78,0,8.75,BR,1699046481
332,valdovino,43.6094,-8.1115,14.62,94,100,12.24,ES,1699046481
333,pemba,-12.974,40.5178,26.39,83,20,8.23,MZ,1699046481
334,kuqa,41.7278,82.9364,10.39,28,0,2.49,CN,1699046482
335,leo,11.1,-2.1,28.03,30,3,2.48,BF,1699046482
336,taoudenni,22.6783,-3.9836,31.09,9,0,2.7,ML,1699046480
337,barda,40.3744,47.1267,20.75,42,100,1.5,AZ,1699046483
338,valdez,1.2492,-78.9831,26.14,83,58,5.29,EC,1699046484
339,brisas de zicatela,15.8369,-97.0419,31.29,51,40,4.12,MX,1699046484
340,mana,5.6592,-53.7767,27.78,81,31,5.32,GF,1699046484
341,fada,9.5667,8.3,22.17,71,41,0.96,NG,1699046485
342,harrison,30.4091,-89.0436,24.31,54,0,5.14,US,1699046485
343,kas,36.2018,29.6377,20.19,79,10,2.28,TR,1699046485
344,taltal,-25.4,-70.4833,18.46,65,23,2.38,CL,1699046486
345,amahai,-3.3333,128.9167,24.99,85,16,1.04,ID,1699046486
346,tabarka,36.9544,8.758,18.36,63,40,10.8,TN,1699046486
347,flin flon,54.7682,-101.865,-6.09,73,40,5.66,CA,1699046487
348,chui,-33.6971,-53.4616,13.07,89,100,10.91,UY,1699046487
349,uzyn,49.8262,30.4149,10.14,77,100,6.82,UA,1699046487
350,tambura,5.6,27.4667,21.7,93,97,1.42,SS,1699046488
351,kyosai,34.8503,128.5886,14.98,87,100,1.29,KR,1699046488
352,mosjoen,65.836,13.1908,3.06,55,40,3.6,NO,1699046488
353,kijang,35.2442,129.2139,14.85,75,100,1.11,KR,1699046489
354,saldanha,-33.0117,17.9442,15.03,85,42,2.65,ZA,1699046489
355,chebba,35.2372,11.115,19.75,70,69,9.26,TN,1699046489
356,sao joao da barra,-21.6403,-41.0511,26.05,90,9,7.56,BR,1699046490
357,yeppoon,-23.1333,150.7333,21.88,71,90,4.38,AU,1699046490
358,roma,43.2128,-75.4557,13.79,32,0,2.57,US,1699046490
359,rio grande,-32.035,-52.0986,18.06,85,60,11.93,BR,1699046491
360,goure,13.9835,10.2704,29.06,18,34,3.59,NE,1699046491
361,susuman,62.7833,148.1667,-20.14,100,97,1.27,RU,1699046491
362,shahdad kot,27.8477,67.9055,25.04,21,92,2.58,PK,1699046492
363,severo-yeniseyskiy,60.3725,93.0408,-15.24,93,100,0.45,RU,1699046492
364,nizhneudinsk,54.9076,99.0276,-9.25,91,100,1.62,RU,1699046492
365,kanniyakumari,8.0833,77.5667,26.32,84,100,2.61,IN,1699046492
366,sigli,5.3848,95.9609,25.82,85,100,1.21,ID,1699046493
367,hun,29.1268,15.9477,25.27,20,0,3.91,LY,1699046493
368,balikpapan,-1.2675,116.8289,26.55,89,75,1.03,ID,1699046493
369,lospalos,-8.5186,127.0025,20.04,91,25,0.7,TL,1699046494
370,porto velho,-8.7619,-63.9039,30.03,70,40,1.03,BR,1699046494
371,queenstown,-31.8976,26.8753,19.84,64,100,2.8,ZA,1699046494
372,charcas,23.1333,-101.1167,21.6,33,24,3.91,MX,1699046495
373,kinablangan,7.6947,126.5503,26.0,83,68,2.48,PH,1699046495
374,essaouira,31.5125,-9.77,19.72,68,0,5.14,MA,1699046495
375,labasa,-16.4167,179.3833,28.88,70,94,4.18,FJ,1699046495
376,zhangatas,43.5667,69.75,7.14,52,68,2.76,KZ,1699046496
377,tindouf,27.6711,-8.1474,22.25,49,0,7.2,DZ,1699046496
378,sao mateus do maranhao,-4.0417,-44.475,28.74,62,69,3.03,BR,1699046496
379,angaur state,6.906,134.13,28.24,75,80,2.37,PW,1699046497
380,nagqu,31.5,92.0,-4.4,71,100,3.78,CN,1699046497
381,nikolayevsk-on-amure,53.1406,140.73,-9.12,59,61,8.09,RU,1699046497
382,geraldton,-28.7667,114.6,20.23,73,0,1.54,AU,1699046361
383,strathalbyn,-35.2667,138.9,12.73,94,65,5.3,AU,1699046498
384,inebolu,41.9747,33.7608,18.34,60,35,2.68,TR,1699046498
385,vila franca do campo,37.7167,-25.4333,21.6,99,13,6.95,PT,1699046498
386,nemuro,43.3236,145.575,11.62,81,100,4.2,JP,1699046499
387,saint-joseph,-21.3667,55.6167,23.04,82,51,1.66,RE,1699046499
388,buka,40.8108,69.1986,12.01,28,10,0.84,UZ,1699046499
389,baihe,22.15,107.2333,21.67,94,37,1.07,CN,1699046500
390,tanjungtiram,4.0613,98.3699,24.22,93,93,1.42,ID,1699046500
391,kuusamo,65.9667,29.1833,-6.98,86,0,1.03,FI,1699046500
392,mega,4.05,38.3,15.64,89,100,2.44,ET,1699046500
393,fale old settlement,-9.3852,-171.2468,28.11,76,100,9.67,TK,1699046500
394,zhanaozen,43.3,52.8,13.69,48,13,1.3,KZ,1699046501
395,bodaybo,57.8506,114.1933,-24.81,99,39,0.29,RU,1699046501
396,port lincoln,-34.7333,135.8667,13.84,74,26,7.69,AU,1699046501
397,saacow,1.6279,42.4407,24.1,91,100,3.39,SO,1699046501
398,la sarre,48.8002,-79.1996,2.45,97,100,5.15,CA,1699046501
399,alwa tirunagari,8.6,77.95,26.14,84,100,1.72,IN,1699046502
400,tchaourou,8.8865,2.5975,26.97,57,98,2.18,BJ,1699046502
401,hasaki,35.7333,140.8333,16.27,76,13,7.13,JP,1699046305
402,ocean shores,46.9737,-124.1563,15.01,90,0,6.17,US,1699046502
403,selfoss,63.9331,-20.9971,0.02,61,57,5.78,IS,1699046503
404,long beach,33.767,-118.1892,32.76,41,0,4.63,US,1699046433
405,pavlogradka,54.2024,73.5592,1.7,91,100,6.9,RU,1699046503
406,egilsstadir,65.2653,-14.3948,2.95,93,75,8.23,IS,1699046503
407,lashio,22.9333,97.75,15.2,97,10,0.57,MM,1699046503
408,lycksele,64.5954,18.6735,-3.07,86,100,3.09,SE,1699046504
409,vila do maio,15.1333,-23.2167,27.44,80,12,8.06,CV,1699046504
410,tofol,5.3248,163.0078,28.47,72,100,4.11,FM,1699046504
411,porteirinha,-15.7433,-43.0283,26.65,64,100,2.18,BR,1699046504
412,tchintabaraden,15.8969,5.7985,28.67,14,95,2.36,NE,1699046505
413,kholmsk,47.0511,142.0569,0.14,67,97,5.53,RU,1699046194
414,fauske,67.2588,15.3918,1.02,79,89,5.16,NO,1699046505
415,grand-bassam,5.2118,-3.7388,27.98,88,98,3.94,CI,1699046505
416,hilo,19.7297,-155.09,28.85,69,20,4.63,US,1699046365
417,akureyri,65.6835,-18.0878,1.96,93,100,4.63,IS,1699046506
418,churapcha,62.0025,132.4325,-27.06,100,92,1.7,RU,1699046506
419,raufoss,60.7264,10.6172,0.45,99,100,1.6,NO,1699046506
420,mabaruma,8.2,-59.7833,27.37,77,100,2.65,GY,1699046507
421,val-d'or,48.1002,-77.7828,5.05,93,100,4.63,CA,1699046507
422,sisimiut,66.9395,-53.6735,-4.37,89,99,3.96,GL,1699046507
423,altai,46.3722,96.2583,-13.65,88,100,5.43,MN,1699046507
424,qusmuryn,52.4503,64.6311,9.12,81,100,5.84,KZ,1699046507
425,puerto gaitan,4.3133,-72.0816,29.15,71,94,4.13,CO,1699046339
426,sao paulo de olivenca,-3.3783,-68.8725,31.04,60,98,0.57,BR,1699046508
427,chegdomyn,51.1167,133.0167,-13.77,53,0,2.84,RU,1699046508
428,port saint john's,-31.6229,29.5448,20.12,90,84,5.03,ZA,1699046508
429,luderitz,-26.6481,15.1594,16.34,81,0,4.83,NA,1699046508
430,micheweni,-4.9667,39.8333,24.59,88,100,2.92,TZ,1699046509
431,varadero,23.1536,-81.2514,24.42,86,91,11.74,CU,1699046509
432,andergrove,-21.0833,149.1833,24.25,77,40,2.81,AU,1699046509
433,laascaanood,8.4774,47.3597,25.62,68,98,2.39,SO,1699046509
434,prince rupert,54.3161,-130.3201,12.05,83,100,6.69,CA,1699046412
435,marica,-22.9194,-42.8186,29.97,80,0,3.83,BR,1699046510
436,kidal,18.4411,1.4078,28.25,12,0,4.92,ML,1699046510
437,valdivia,-39.8142,-73.2459,17.05,52,69,2.29,CL,1699046510
438,bokoro,12.3807,17.0568,29.66,23,93,0.62,TD,1699046510
439,nyala,12.05,24.8833,27.88,25,45,1.87,SD,1699046510
440,newman,37.3138,-121.0208,26.24,37,4,1.34,US,1699046511
441,dibba al-hisn,25.6196,56.2729,25.1,62,0,2.88,AE,1699046511
442,labrador city,52.9463,-66.9114,-0.05,86,100,7.72,CA,1699046511
443,uiju,40.1994,124.5317,5.22,63,0,2.16,KP,1699046511
444,thal,35.4791,72.2439,6.81,38,0,2.7,PK,1699046511
445,la passe,45.5549,-0.8967,12.21,73,99,8.62,FR,1699046512
446,snihurivka,47.0758,32.8052,12.35,97,100,4.28,UA,1699046512
447,thinadhoo,0.5333,72.9333,27.27,81,82,5.6,MV,1699046484
448,bandar labuan,5.2888,115.2692,27.28,77,96,2.28,MY,1699046512
449,sarkand,45.41,79.9186,3.89,63,28,1.45,KZ,1699046512
450,matoury,4.8483,-52.3317,28.98,79,20,3.09,GF,1699046513
451,worthington,40.0931,-83.018,16.23,31,75,6.69,US,1699046513
452,lensk,60.7253,114.9278,-14.23,93,100,3.73,RU,1699046513
453,nueve de julio,-35.4444,-60.8831,18.31,50,22,3.13,AR,1699046218
454,cestos city,5.46,-9.5828,25.9,86,28,2.63,LR,1699046513
455,mpongwe,-13.5091,28.155,20.83,55,10,3.83,ZM,1699046514
456,saint-francois,46.4154,3.9054,7.69,87,75,2.06,FR,1699046514
457,loango,-4.6719,11.8312,24.77,91,100,2.33,CG,1699046515
458,anshun,26.25,105.9333,15.66,95,100,1.33,CN,1699046515
459,pugachev,52.0133,48.8025,3.42,76,5,2.96,RU,1699046515
460,shengli,37.4564,118.4856,11.5,73,98,2.01,CN,1699046515
461,"laikit, laikit ii (dimembe)",1.4792,124.9735,20.47,94,20,0.51,ID,1699046516
462,vallenar,-28.5708,-70.7581,26.44,13,0,4.35,CL,1699046516
463,jalai nur,49.45,117.7,-12.39,73,99,2.71,CN,1699046516
464,happy valley-goose bay,53.3168,-60.3315,0.17,64,40,0.0,CA,1699046516
465,barcelos,41.5388,-8.6151,16.08,93,100,6.27,PT,1699046516
